company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,icp_segments,source
Rosewood Care Centers,https://www.linkedin.com/company/rosewood-care-centers,rosewoodcarecenters.com,Hospitals and Health Care,Public Company,201-500,16,-,Inverness,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
Southeastern Mental Health Authority (SMHA),https://www.linkedin.com/company/southeastern-mental-health-authority,ct.gov,Hospitals and Health Care,Government Agency,501-1000,15,-,Norwich,Connecticut,US,Sensor Bio - Clinical & Health Systems,Blitz API
Middletown Regional Hospital,https://www.linkedin.com/company/middletown-regional-hospital,-,Hospitals and Health Care,Nonprofit,1001-5000,14,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Deluxe Home Care,https://www.linkedin.com/company/deluxe-home-care,deluxehc.com,Hospitals and Health Care,Privately Held,201-500,10,-,Bridgeton,Missouri,US,Sensor Bio - Clinical & Health Systems,Blitz API
Ameristar Home Care Services LLC,https://www.linkedin.com/company/ameristarhc,ameristarhc.com,Hospitals and Health Care,Sole Proprietorship,201-500,9,2011,Forest Hills,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
P-B Health Home Care and Hospice,https://www.linkedin.com/company/p-b-health-home-care-and-hospice,p-bhealth.com,Hospitals and Health Care,Public Company,201-500,9,1990,Baltimore,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
Moses Cone Urgent Care Ctr,https://www.linkedin.com/company/moses-cone-urgent-care-ctr,conehealth.com,Hospitals and Health Care,-,201-500,6,-,Greensboro,North Carolina,US,Sensor Bio - Clinical & Health Systems,Blitz API
PINC AI™,https://www.linkedin.com/company/pinc-ai,premierinc.com,Hospitals and Health Care,Public Company,1001-5000,9,-,Charlotte,North Carolina,US,Sensor Bio - Clinical & Health Systems,Blitz API
US HealthVest,https://www.linkedin.com/company/us-healthvest-llc,ushealthvest.com,Hospitals and Health Care,Privately Held,1001-5000,44,2012,New York,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
The Miriam Hospital,https://www.linkedin.com/company/miriam-hospital,miriamhospital.org,Hospitals and Health Care,Nonprofit,1001-5000,834,-,Providence,Rhode Island,US,Sensor Bio - Clinical & Health Systems,Blitz API
Bethesda Health Group,https://www.linkedin.com/company/bethesda-health-group,bethesdahealth.org,Hospitals and Health Care,Nonprofit,1001-5000,464,1889,St Louis,Missouri,US,Sensor Bio - Clinical & Health Systems,Blitz API
GSPP Rehabilitation,https://www.linkedin.com/company/gspprehabilitation,pennrehab.org,Hospitals and Health Care,Nonprofit,501-1000,446,2008,Philadelphia,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
GPS Dental,https://www.linkedin.com/company/gps-dds,gps.dental,Hospitals and Health Care,Public Company,1001-5000,85,2015,Jonesboro,Arkansas,US,Sensor Bio - Clinical & Health Systems,Blitz API
Alan B. Miller Medical Center,https://www.linkedin.com/company/alan-b-miller-medical-center,abmmedicalcenter.com,Hospitals and Health Care,Public Company,1001-5000,77,2023,Palm Beach Gardens,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Social Service Coordinators,https://www.linkedin.com/company/social-service-coordinators,sscincorporated.com,Hospitals and Health Care,Privately Held,201-500,129,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Wood County Hospital,https://www.linkedin.com/company/woodcountyhospital,woodcountyhospital.org,Hospitals and Health Care,Nonprofit,501-1000,515,1951,Bowling Green,Ohio,US,Sensor Bio - Clinical & Health Systems,Blitz API
"NiteLines USA, INC",https://www.linkedin.com/company/nitelines-usa-inc,nitelinesusa.com,Hospitals and Health Care,Privately Held,201-500,64,1994,Duluth,Georgia,US,Sensor Bio - Clinical & Health Systems,Blitz API
MultiCare Rockwood Clinic,https://www.linkedin.com/company/rockwood-clinic,multicare.org,Hospitals and Health Care,Nonprofit,501-1000,495,1930,Spokane,Washington,US,Sensor Bio - Clinical & Health Systems,Blitz API
Cottonwood Healthcare,https://www.linkedin.com/company/cottonwoodhc,blueravensolar.com,Hospitals and Health Care,-,501-1000,181,-,American Fork,Utah,US,Sensor Bio - Clinical & Health Systems,Blitz API
CareAll Home Health Care,https://www.linkedin.com/company/careall-home-care,careallinc.com,Hospitals and Health Care,Privately Held,501-1000,168,-,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems,Blitz API
Kaiser Permanente Division of Research,https://www.linkedin.com/company/kaiser-permanente-division-of-research,kaiserpermanente.org,Hospitals and Health Care,Nonprofit,501-1000,140,1961,Pleasanton,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
HCA Florida Orange Park Hospital,https://www.linkedin.com/company/hca-florida-orange-park-hospital,hcafloridahealthcare.com,Hospitals and Health Care,Public Company,1001-5000,464,-,Orange Park,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
Alive Hospice,https://www.linkedin.com/company/alive-hospice,alivehospice.org,Hospitals and Health Care,Nonprofit,201-500,284,1975,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems,Blitz API
Ahalia Group,https://www.linkedin.com/company/ahalia-group,kch.ae,Hospitals and Health Care,-,201-500,443,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Henrico, Parham & Retreat Doctors' Hospitals",https://www.linkedin.com/company/henrico-parham-retreat-doctors-hospitals,hcavirginia.com,Hospitals and Health Care,Public Company,501-1000,660,-,Richmond,Virginia,US,Sensor Bio - Clinical & Health Systems,Blitz API
Mission Regional Medical Center,https://www.linkedin.com/company/mission-regional-mecical-center,missionrmc.org,Hospitals and Health Care,Nonprofit,501-1000,364,1954,Mission,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
New York State Psychiatric Institute,https://www.linkedin.com/company/new-york-state-psychiatric-institute,nyspi.org,Hospitals and Health Care,Government Agency,201-500,468,1895,New York,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
Gilchrist,https://www.linkedin.com/company/gilchrist,gilchristcares.org,Hospitals and Health Care,Nonprofit,501-1000,419,-,Hunt Valley,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
KC CARE Health Center,https://www.linkedin.com/company/kccare,kccare.org,Hospitals and Health Care,Nonprofit,201-500,183,1971,Kansas City,Missouri,US,Sensor Bio - Clinical & Health Systems,Blitz API
Navista,https://www.linkedin.com/company/navista-oncology,navista.com,Hospitals and Health Care,Public Company,1001-5000,177,-,Dublin,Ohio,US,Sensor Bio - Clinical & Health Systems,Blitz API
Serenity Hospice Care,https://www.linkedin.com/company/serenity-hospice-care,serenityhospicenj.com,Hospitals and Health Care,Sole Proprietorship,201-500,182,2011,Bordentown,New Jersey,US,Sensor Bio - Clinical & Health Systems,Blitz API
Association for Healthcare Administrative Professionals (AHCAP),https://www.linkedin.com/company/association-for-healthcare-administrative-professionals-ahcap,ahcap.org,Hospitals and Health Care,Nonprofit,201-500,9,2009,Louisville,Kentucky,US,Sensor Bio - Clinical & Health Systems,Blitz API
CVHCare,https://www.linkedin.com/company/cvh-care,cvhcare.com,Hospitals and Health Care,Privately Held,201-500,166,2005,San Ramon,California,US,Sensor Bio - Clinical & Health Systems,Blitz API
WC Health Group,https://www.linkedin.com/company/the-well-care-group,wc-health.com,Hospitals and Health Care,Privately Held,501-1000,117,-,Las Vegas,Nevada,US,Sensor Bio - Clinical & Health Systems,Blitz API
MEDIKO,https://www.linkedin.com/company/mediko,mediko.com,Hospitals and Health Care,Privately Held,501-1000,310,1996,Richmond,Virginia,US,Sensor Bio - Clinical & Health Systems,Blitz API
ReSkin Medical,https://www.linkedin.com/company/reskin-medical,reskinmed.com,Hospitals and Health Care,Privately Held,201-500,178,2019,Pleasant Grove,Utah,US,Sensor Bio - Clinical & Health Systems,Blitz API
Woven Care,https://www.linkedin.com/company/woven-care,wovencare.com,Hospitals and Health Care,Privately Held,201-500,237,2007,Colorado Springs,Colorado,US,Sensor Bio - Clinical & Health Systems,Blitz API
NBN Group - Newborn Nurses,https://www.linkedin.com/company/nbn-group---newborn-nurses,nbngroup.com,Hospitals and Health Care,Privately Held,201-500,177,1986,Cherry Hill,New Jersey,US,Sensor Bio - Clinical & Health Systems,Blitz API
National Lutheran Communities & Services,https://www.linkedin.com/company/national-lutheran-communities-&-services,nationallutheran.org,Hospitals and Health Care,Nonprofit,501-1000,89,1890,Frederick,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
Medical City Denton,https://www.linkedin.com/company/denton-regional-medical-center,medicalcityhealthcare.com,Hospitals and Health Care,Public Company,501-1000,514,-,Denton,Texas,US,Sensor Bio - Clinical & Health Systems,Blitz API
UToledo Health,https://www.linkedin.com/company/utoledohealth,utoledo.edu,Hospitals and Health Care,Nonprofit,501-1000,614,1964,Toledo,Ohio,US,Sensor Bio - Clinical & Health Systems,Blitz API
Martha's Vineyard Hospital,https://www.linkedin.com/company/mvhospital,mvhospital.org,Hospitals and Health Care,Nonprofit,201-500,210,1921,Oak Bluffs,Massachusetts,US,Sensor Bio - Clinical & Health Systems,Blitz API
KSB Hospital,https://www.linkedin.com/company/katherine-shaw-bethea-hospital,ksbhospital.com,Hospitals and Health Care,Nonprofit,501-1000,441,1897,Dixon,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
Rennes Group,https://www.linkedin.com/company/rennesgroup,rennesgroup.com,Hospitals and Health Care,Privately Held,1001-5000,395,1973,Peshtigo,Wisconsin,US,Sensor Bio - Clinical & Health Systems,Blitz API
Nursing Home Managers,https://www.linkedin.com/company/nursing-home-managers,-,Hospitals and Health Care,Privately Held,201-500,678,-,Springfield,Illinois,US,Sensor Bio - Clinical & Health Systems,Blitz API
Memorial Publio Cordón Hospital,https://www.linkedin.com/company/memorialpubliocordonhospital,memorialpubliocordon.com,Hospitals and Health Care,Privately Held,501-1000,46,2025,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Versiti Blood Center of Michigan,https://www.linkedin.com/company/versiti-blood-center-of-michigan,versiti.org,Hospitals and Health Care,Nonprofit,201-500,306,1955,Grand Rapids,Michigan,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Greater Philadelphia Health Action, Inc.",https://www.linkedin.com/company/greater-philadelphia-health-action-inc.,gphainc.org,Hospitals and Health Care,Nonprofit,501-1000,328,1970,Philadelphia,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
Anchor Health Home Care,https://www.linkedin.com/company/anchor-health-home-care,anchorhc.org,Hospitals and Health Care,Privately Held,501-1000,709,-,Brooklyn,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
Examinetics,https://www.linkedin.com/company/examinetics,examinetics.com,Hospitals and Health Care,Privately Held,201-500,315,2004,Overland Park,Kansas,US,Sensor Bio - Clinical & Health Systems,Blitz API
ACHE North Florida Chapter,https://www.linkedin.com/company/achenorthfloridachapter,achenfl.org,Hospitals and Health Care,Nonprofit,501-1000,3,2006,Jacksonville,Florida,US,Sensor Bio - Clinical & Health Systems,Blitz API
UC Health West Chester Hospital,https://www.linkedin.com/company/west-chester-hospital,uchealth.com,Hospitals and Health Care,Nonprofit,501-1000,459,2009,West Chester,Ohio,US,Sensor Bio - Clinical & Health Systems,Blitz API
Mercy Fitzgerald Hospital,https://www.linkedin.com/company/mercycatholicmedicalcenter,trinityhealthma.org,Hospitals and Health Care,Nonprofit,1001-5000,501,1933,Darby,Pennsylvania,US,Sensor Bio - Clinical & Health Systems,Blitz API
HCA Healthcare Summerville Hospital,https://www.linkedin.com/company/hcahealthcaresummervillehospital,tridenthealthsystem.com,Hospitals and Health Care,Public Company,1001-5000,385,1993,Summerville,South Carolina,US,Sensor Bio - Clinical & Health Systems,Blitz API
Northwell Plainview Hospital,https://www.linkedin.com/company/northwell-health-plainview-hospital,northwell.edu,Hospitals and Health Care,Nonprofit,1001-5000,86,-,Plainview,New York,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Tendercare Home Health Services, Inc.",https://www.linkedin.com/company/tendercare-home-health-services-inc-,tchhs.net,Hospitals and Health Care,Privately Held,501-1000,316,1994,Indianapolis,Indiana,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Emergency Medicine Associates, P.A., P.C.",https://www.linkedin.com/company/emergency-medicine-associates-p-a--p-c-,emaonline.com,Hospitals and Health Care,Privately Held,501-1000,108,1971,Germantown,Maryland,US,Sensor Bio - Clinical & Health Systems,Blitz API
Woden Dental Centre,https://www.linkedin.com/company/woden-dental-centre,wodendentalcentre.com.au,Hospitals and Health Care,Public Company,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Mychex,https://www.linkedin.com/company/mychex,-,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Prime Med Tours,https://www.linkedin.com/company/primemedtours,primemedtours.com,Hospitals and Health Care,Privately Held,501-1000,-,2022,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
"Relode, LLC",https://www.linkedin.com/company/relode-llc,relode.com,Hospitals and Health Care,Public Company,501-1000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Aster Clinics SA,https://www.linkedin.com/company/aster-clinics-ksa,-,Hospitals and Health Care,Privately Held,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
VITA Longevity Center,https://www.linkedin.com/company/vita-international-healthcare,-,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Russian Children's Clinical Hospital (RCCH),https://www.linkedin.com/company/russian-children-s-clinical-hospital-rcch,rdkb.ru,Hospitals and Health Care,Government Agency,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Precision Medicine and the Future of Genomics (PMFG)Summit,https://www.linkedin.com/company/precision-medicine-and-the-future-of-genomics-pmfg-summit,sidra.org,Hospitals and Health Care,Government Agency,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
7 Star Billing Solutions,https://www.linkedin.com/company/7-star-billing-solutions,7starbillingsolutions.com,Hospitals and Health Care,Self-Employed,201-500,-,2025,San Antonio,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Yale Cancer Center CRTEC,https://www.linkedin.com/company/yale-cancer-center-crtec,yalecancercenter.org,Hospitals and Health Care,Educational,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Pacific Care Communities Ltd,https://www.linkedin.com/company/pacific-care-communities-ltd,-,Hospitals and Health Care,Privately Held,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
"NCT WERA - Nationales Centrum für Tumorerkrankungen (Würzburg, Erlangen, Regensburg und Augsburg)",https://www.linkedin.com/company/nct-wera-nationales-centrum-f%c3%bcr-tumorerkrankungen-w%c3%bcrzburg-erlangen-regensburg-und-augsburg,nct-wera.de,Hospitals and Health Care,Government Agency,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Italian GBD Initiative,https://www.linkedin.com/company/italian-gbd-initiative,italian-gbd-initiative.it,Hospitals and Health Care,Educational,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
doktap.az,https://www.linkedin.com/company/doktap-az,doktap.az,Hospitals,Public Company,201-500,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Marie Curie Edinburgh Brain Game,https://www.linkedin.com/company/edinburgh-brain-game,edinburghbraingame.co.uk,Hospitals and Health Care,Nonprofit,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
RSUD dr. Muhammad Zyn Sampang,https://www.linkedin.com/company/rsud-dr-muhammad-zyn-sampang,instagram.com,Hospitals and Health Care,Government Agency,1001-5000,-,-,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
Escala de Plantão,https://www.linkedin.com/company/escala-de-plantoes,escaladeplantao.com.br,Hospitals and Health Care,Privately Held,1001-5000,-,1994,-,-,US,Sensor Bio - Clinical & Health Systems,Blitz API
