company_name,company_linkedin_tag,domain,industry,company_type,size_bucket,employees_on_linkedin,founded_year,hq_city,hq_state,hq_country,segment
Assembly Health,https://www.linkedin.com/company/assemblyhealth,assembly.health,Hospitals and Health Care,Privately Held,501-1000,1514,-,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
Valley Medical Center & Clinics,https://www.linkedin.com/company/valley-medical-center,valleymed.org,Hospitals and Health Care,Nonprofit,1001-5000,2860,1947,Renton,Washington,US,Sensor Bio - Clinical & Health Systems
Bellmedex Pakistan,https://www.linkedin.com/company/bellmedex-medical-billing,bellmedex.com,Hospitals and Health Care,Privately Held,501-1000,638,-,Seattle,Washington,US,Sensor Bio - Clinical & Health Systems
Diana Health,https://www.linkedin.com/company/diana-health,heydianahealth.com,Hospitals and Health Care,Privately Held,501-1000,221,2022,New York,New York,US,Sensor Bio - Clinical & Health Systems
UASI,https://www.linkedin.com/company/uasisolutions,uasisolutions.com,Hospitals and Health Care,Privately Held,501-1000,477,1984,Cincinnati,Ohio,US,Sensor Bio - Clinical & Health Systems
CADUCEUSHEALTH®,https://www.linkedin.com/company/caduceus-inc-,caduceushealth.com,Hospitals and Health Care,Privately Held,201-500,167,1997,Jersey City,New Jersey,US,Sensor Bio - Clinical & Health Systems
MBW RCM,https://www.linkedin.com/company/mbwrcm,medicalbillingwholesalers.com,Hospitals and Health Care,Privately Held,201-500,418,2009,Deerfield,Illinois,US,Sensor Bio - Clinical & Health Systems
RVO Health,https://www.linkedin.com/company/rvohealth,rvohealth.com,Hospitals and Health Care,Partnership,1001-5000,1519,-,Charlotte,North Carolina,US,Sensor Bio - Clinical & Health Systems
Zotec Partners,https://www.linkedin.com/company/zotec-partners,zotecpartners.com,Hospitals and Health Care,Privately Held,1001-5000,901,1998,Carmel,Indiana,US,Sensor Bio - Clinical & Health Systems
WelbeHealth,https://www.linkedin.com/company/welbehealth,welbehealth.com,Hospitals and Health Care,Privately Held,501-1000,1148,2015,Menlo Park,California,US,Sensor Bio - Clinical & Health Systems
Ohio State University Comprehensive Cancer Center-James Cancer Hospital & Solove Research Institute,https://www.linkedin.com/company/ohio-state-university-comprehensive-cancer-center-james-cancer-hospital-&-solove-research-institute,osu.edu,Hospitals and Health Care,Nonprofit,1001-5000,1900,-,Columbus,Ohio,US,Sensor Bio - Clinical & Health Systems
HealthMark Group,https://www.linkedin.com/company/healthmark-group,healthmark-group.com,Hospitals and Health Care,Privately Held,1001-5000,634,-,Addison,Texas,US,Sensor Bio - Clinical & Health Systems
MagnaCare,https://www.linkedin.com/company/magnacare,magnacare.com,Hospitals and Health Care,Privately Held,201-500,176,1990,Ny,New York,US,Sensor Bio - Clinical & Health Systems
Saint Alphonsus,https://www.linkedin.com/company/saint-alphonsus-health-system,saintalphonsus.org,Hospitals and Health Care,Nonprofit,1001-5000,3219,1894,Boise,Idaho,US,Sensor Bio - Clinical & Health Systems
Stamford Health,https://www.linkedin.com/company/stamford-health,stamfordhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,2591,1896,Stamford,Connecticut,US,Sensor Bio - Clinical & Health Systems
Healio,https://www.linkedin.com/company/healio,healio.com,Hospitals and Health Care,Privately Held,201-500,130,2012,Thorofare,New Jersey,US,Sensor Bio - Clinical & Health Systems
Vytalize Health,https://www.linkedin.com/company/vytalize,vytalizehealth.com,Hospitals and Health Care,Privately Held,201-500,253,-,Hoboken,New Jersey,US,Sensor Bio - Clinical & Health Systems
Acclara,https://www.linkedin.com/company/acclara,acclara.com,Hospitals and Health Care,Privately Held,1001-5000,458,2005,Houston,Texas,US,Sensor Bio - Clinical & Health Systems
AMSURG,https://www.linkedin.com/company/amsurg,amsurg.com,Hospitals and Health Care,Public Company,1001-5000,1047,-,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems
Hillcrest HealthCare System,https://www.linkedin.com/company/hillcrest-healthcare-system,hillcrest.com,Hospitals and Health Care,Privately Held,1001-5000,4087,-,Tulsa,Oklahoma,US,Sensor Bio - Clinical & Health Systems
Alaska Native Tribal Health Consortium (ANTHC),https://www.linkedin.com/company/alaska-native-tribal-health-consortium,anthc.org,Hospitals and Health Care,Nonprofit,1001-5000,1949,1997,Anchorage,Alaska,US,Sensor Bio - Clinical & Health Systems
Spaulding Rehabilitation,https://www.linkedin.com/company/spaulding-rehabilitation,spauldingrehab.org,Hospitals and Health Care,Nonprofit,1001-5000,2458,1971,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
NRC Health,https://www.linkedin.com/company/national-research-corporation,nrchealth.com,Hospitals and Health Care,Public Company,201-500,748,1981,Lincoln,Nebraska,US,Sensor Bio - Clinical & Health Systems
Commonwealth Senior Living,https://www.linkedin.com/company/commonwealth-senior-living,commonwealthsl.com,Hospitals and Health Care,Privately Held,1001-5000,962,2002,Charlottesville,Virginia,US,Sensor Bio - Clinical & Health Systems
NYU Langone Hospital—Brooklyn,https://www.linkedin.com/company/nyulangonebk,nyulangone.org,Hospitals and Health Care,Nonprofit,1001-5000,2310,1883,Brooklyn,New York,US,Sensor Bio - Clinical & Health Systems
HealthJoy,https://www.linkedin.com/company/healthjoy,healthjoy.com,Hospitals and Health Care,Privately Held,201-500,281,2014,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
Winship Cancer Institute of Emory University,https://www.linkedin.com/company/winship-cancer-institute,emory.edu,Hospitals and Health Care,Nonprofit,201-500,1061,1937,Atlanta,Georgia,US,Sensor Bio - Clinical & Health Systems
ArchCare,https://www.linkedin.com/company/archcare,archcare.org,Hospitals and Health Care,Nonprofit,1001-5000,1030,1899,New York,New York,US,Sensor Bio - Clinical & Health Systems
Institute on Aging,https://www.linkedin.com/company/institute-on-aging,ioaging.org,Hospitals and Health Care,Nonprofit,501-1000,471,1985,San Francisco,California,US,Sensor Bio - Clinical & Health Systems
GoHealth Urgent Care,https://www.linkedin.com/company/gohealth-urgent-care,gohealthuc.com,Hospitals and Health Care,Privately Held,1001-5000,1719,2014,Atlanta,Georgia,US,Sensor Bio - Clinical & Health Systems
Jupiter Medical Center,https://www.linkedin.com/company/jupiter-medical-center,jupitermed.com,Hospitals and Health Care,Nonprofit,1001-5000,1752,1979,Jupiter,Florida,US,Sensor Bio - Clinical & Health Systems
Enlivant,https://www.linkedin.com/company/enlivant,enlivant.com,Hospitals and Health Care,Privately Held,1001-5000,1282,1981,Chicago,Illinois,US,Sensor Bio - Clinical & Health Systems
DuPage Medical Group,https://www.linkedin.com/company/dupage-medical-group,dulyhealthandcare.com,Hospitals and Health Care,Privately Held,1001-5000,1515,1999,Downers Grove,Illinois,US,Sensor Bio - Clinical & Health Systems
Woman's Hospital,https://www.linkedin.com/company/woman's-hospital,womans.org,Hospitals and Health Care,Nonprofit,1001-5000,1691,1968,Baton Rouge,Louisiana,US,Sensor Bio - Clinical & Health Systems
Retina Consultants of America,https://www.linkedin.com/company/retina-consultants-of-america,retinaconsultantsofamerica.com,Hospitals and Health Care,Privately Held,1001-5000,201,2020,Southlake,Texas,US,Sensor Bio - Clinical & Health Systems
Diligent Robotics,https://www.linkedin.com/company/diligent-robotics,diligentrobots.com,Hospitals and Health Care,Privately Held,201-500,172,-,Austin,Texas,US,Sensor Bio - Clinical & Health Systems
BellMedEx Medical Billing and Revenue Cycle Management Services,https://www.linkedin.com/company/bellmedex-medical-billing-company,bellmedex.com,Hospitals and Health Care,Privately Held,1001-5000,447,-,Seattle,Washington,US,Sensor Bio - Clinical & Health Systems
Conviva Senior Primary Care,https://www.linkedin.com/company/convivaseniorprimarycare,convivacarecenters.com,Hospitals and Health Care,Privately Held,1001-5000,1393,-,Miami,Florida,US,Sensor Bio - Clinical & Health Systems
Community Healthcare Network,https://www.linkedin.com/company/chnnyc,chnnyc.org,Hospitals and Health Care,Nonprofit,501-1000,691,1981,New York,New York,US,Sensor Bio - Clinical & Health Systems
Legacy Community Health,https://www.linkedin.com/company/legacy-community-health-services,legacycommunityhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,1107,1981,Houston,Texas,US,Sensor Bio - Clinical & Health Systems
Meridian,https://www.linkedin.com/company/meridian-health-plan,mimeridian.com,Hospitals and Health Care,Public Company,1001-5000,1419,1997,Detroit,Michigan,US,Sensor Bio - Clinical & Health Systems
Upperline Health,https://www.linkedin.com/company/upperlinehealth,upperlinehealth.com,Hospitals and Health Care,Privately Held,501-1000,547,2017,Nashville,Tennessee,US,Sensor Bio - Clinical & Health Systems
Regional One Health,https://www.linkedin.com/company/regional-one-health,regionalonehealth.org,Hospitals and Health Care,Nonprofit,1001-5000,2416,1829,Memphis,Tennessee,US,Sensor Bio - Clinical & Health Systems
Seasons Hospice & Palliative Care,https://www.linkedin.com/company/seasonshospice,accentcare.com,Hospitals and Health Care,Privately Held,1001-5000,1315,1997,Rosemont,Illinois,US,Sensor Bio - Clinical & Health Systems
SpecialtyCare,https://www.linkedin.com/company/specialtycare,specialtycareus.com,Hospitals and Health Care,Privately Held,1001-5000,1677,2006,Brentwood,Tennessee,US,Sensor Bio - Clinical & Health Systems
3Gen Consulting Services,https://www.linkedin.com/company/3genconsultingservices,3genconsulting.com,Hospitals and Health Care,Privately Held,501-1000,477,2006,Houston,Texas,US,Sensor Bio - Clinical & Health Systems
Elation Health,https://www.linkedin.com/company/elationhealth,elationhealth.com,Hospitals and Health Care,Privately Held,201-500,239,2010,San Francisco,California,US,Sensor Bio - Clinical & Health Systems
VOIANT®,https://www.linkedin.com/company/voiantclinical,voiantclinical.com,Hospitals and Health Care,Privately Held,201-500,121,-,Waltham,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Jindal Healthcare,https://www.linkedin.com/company/ankahealth,jindalhc.com,Hospitals and Health Care,Privately Held,1001-5000,220,2010,Houston,Texas,US,Sensor Bio - Clinical & Health Systems
University Health KC,https://www.linkedin.com/company/university-health-kcmo,universityhealthkc.org,Hospitals and Health Care,Nonprofit,1001-5000,2963,1962,Kansas City,Missouri,US,Sensor Bio - Clinical & Health Systems
Aegis Living,https://www.linkedin.com/company/aegis-living,aegisliving.com,Hospitals and Health Care,Privately Held,1001-5000,1255,1997,Bellevue,Washington,US,Sensor Bio - Clinical & Health Systems
Miami Children's Health System,https://www.linkedin.com/company/miami-children's-hospital,nicklauschildrens.org,Hospitals and Health Care,Nonprofit,1001-5000,1148,1950,Miami,Florida,US,Sensor Bio - Clinical & Health Systems
ASP-RCM Solutions,https://www.linkedin.com/company/asprcmsolutions,asprcmsolutions.com,Hospitals and Health Care,Privately Held,501-1000,180,2019,Frisco,Texas,US,Sensor Bio - Clinical & Health Systems
US Acute Care Solutions,https://www.linkedin.com/company/u-s-acute-care-solutions,usacs.com,Hospitals and Health Care,Partnership,1001-5000,5398,2015,Canton,Ohio,US,Sensor Bio - Clinical & Health Systems
LexiCode,https://www.linkedin.com/company/lexicode-corporation,lexicode.com,Hospitals and Health Care,Public Company,1001-5000,499,1981,Columbia,South Carolina,US,Sensor Bio - Clinical & Health Systems
Gillette Children's,https://www.linkedin.com/company/gillette-childrens,gillettechildrens.org,Hospitals and Health Care,Nonprofit,1001-5000,1345,1897,St. Paul,Minnesota,US,Sensor Bio - Clinical & Health Systems
InnovaCare Health,https://www.linkedin.com/company/innovacare-health,innovacarehealth.com,Hospitals and Health Care,Privately Held,1001-5000,479,-,Orlando,Florida,US,Sensor Bio - Clinical & Health Systems
Alivi,https://www.linkedin.com/company/alivi,alivi.com,Hospitals and Health Care,Privately Held,201-500,237,2016,Miami,Florida,US,Sensor Bio - Clinical & Health Systems
Nomad Health,https://www.linkedin.com/company/nomad_health,nomadhealth.com,Hospitals and Health Care,Privately Held,501-1000,589,2015,New York,New York,US,Sensor Bio - Clinical & Health Systems
hellocare.ai,https://www.linkedin.com/company/hellocare-ai,hellocare.ai,Hospitals and Health Care,Privately Held,201-500,272,2012,Clearwater,Florida,US,Sensor Bio - Clinical & Health Systems
Vail Health,https://www.linkedin.com/company/vailhealth,vailhealth.org,Hospitals and Health Care,Nonprofit,1001-5000,921,-,Vail,Colorado,US,Sensor Bio - Clinical & Health Systems
Holy Cross Health Fl,https://www.linkedin.com/company/holycrosshealthfl,holy-cross.com,Hospitals and Health Care,Nonprofit,1001-5000,1707,1955,Fort Lauderdale,Florida,US,Sensor Bio - Clinical & Health Systems
Supreme Council of Health ( SCH ) - Qatar,https://www.linkedin.com/company/supreme-council-of-health---qatar,moph.gov.qa,Hospitals and Health Care,Government Agency,1001-5000,339,-,-,-,US,Sensor Bio - Clinical & Health Systems
Patient First,https://www.linkedin.com/company/patient-first,patientfirst.com,Hospitals and Health Care,Privately Held,1001-5000,2403,1981,Glen Allen,Virginia,US,Sensor Bio - Clinical & Health Systems
Rutgers Cancer Institute,https://www.linkedin.com/company/rutgers-cancer-institute,cinj.org,Hospitals and Health Care,Nonprofit,501-1000,890,-,New Brunswick,New Jersey,US,Sensor Bio - Clinical & Health Systems
Byram Healthcare,https://www.linkedin.com/company/byram-healthcare,byramhealthcare.com,Hospitals and Health Care,Privately Held,501-1000,846,1968,White Plains,New York,US,Sensor Bio - Clinical & Health Systems
Woundtech,https://www.linkedin.com/company/woundtech,woundtech.net,Hospitals and Health Care,Privately Held,201-500,247,1999,Hollywood,Florida,US,Sensor Bio - Clinical & Health Systems
Behavioral Health Group - BHG,https://www.linkedin.com/company/bhgrecovery,bhgrecovery.com,Hospitals and Health Care,Privately Held,1001-5000,1180,2006,Dallas,Texas,US,Sensor Bio - Clinical & Health Systems
"Pinnacle Treatment Centers, Inc.",https://www.linkedin.com/company/pinnacle-treatment-centers-inc-,pinnacletreatment.com,Hospitals and Health Care,Privately Held,1001-5000,1151,2006,Mt. Laurel,New Jersey,US,Sensor Bio - Clinical & Health Systems
MBK Senior Living,https://www.linkedin.com/company/mbkseniorliving,mbkseniorliving.com,Hospitals and Health Care,Public Company,1001-5000,746,1990,Irvine,California,US,Sensor Bio - Clinical & Health Systems
StayWell (Now WebMD Ignite),https://www.linkedin.com/company/staywell,webmdignite.com,Hospitals and Health Care,Privately Held,501-1000,197,1978,Newark,New Jersey,US,Sensor Bio - Clinical & Health Systems
NKC Health,https://www.linkedin.com/company/nkc-health,nkch.org,Hospitals and Health Care,Nonprofit,1001-5000,2688,1958,North Kansas City,Missouri,US,Sensor Bio - Clinical & Health Systems
Newton-Wellesley Hospital,https://www.linkedin.com/company/newton-wellesley-hospital,nwh.org,Hospitals and Health Care,Nonprofit,1001-5000,2605,-,Newton Lower Falls,Massachusetts,US,Sensor Bio - Clinical & Health Systems
Anne Arundel Medical Center,https://www.linkedin.com/company/anne-arundel-medical-center,linkedin.com,Hospitals and Health Care,Nonprofit,1001-5000,2053,1902,Annapolis,Maryland,US,Sensor Bio - Clinical & Health Systems
Cooperman Barnabas Medical Center,https://www.linkedin.com/company/cooperman-barnabas-medical-center,rwjbh.org,Hospitals and Health Care,Nonprofit,1001-5000,1214,1865,Livingston,New Jersey,US,Sensor Bio - Clinical & Health Systems
Metro Health,https://www.linkedin.com/company/universityofmichiganhealthwest,uofmhealthwest.org,Hospitals and Health Care,Nonprofit,1001-5000,1966,-,Wyoming,Michigan,US,Sensor Bio - Clinical & Health Systems
Brooks Rehabilitation,https://www.linkedin.com/company/brooks-rehabilitation,brooksrehab.org,Hospitals and Health Care,Nonprofit,1001-5000,1861,1970,Jacksonville,Florida,US,Sensor Bio - Clinical & Health Systems
Kyruus Health,https://www.linkedin.com/company/kyruushealth,kyruushealth.com,Hospitals and Health Care,Privately Held,201-500,263,2010,Boston,Massachusetts,US,Sensor Bio - Clinical & Health Systems
